名称,数值类型,描述,类别,时间戳精度
"[V4_DPU2032_HW_RT060202_PV]",FLOAT64,2#蒸汽主管温度,"base,scan",0
"[V4_DPU2032_HW_RT060203_PV]",FLOAT64,曝气主管温度,"base,scan",0
"[V4_DPU2032_HW_RT060204_PV]",FLOAT64,NF/RO清洗罐温度,"base,scan",0
"[V4_DPU2032_HW_RT060205_PV]",FLOAT64,备用RT-KM232A,"base,scan",0
"[V4_DPU2032_HW_RT060206_PV]",FLOAT64,备用RT-KM232A,"base,scan",0
"[V4_DPU2032_HW_RT060207_PV]",FLOAT64,备用RT-KM232A,"base,scan",0
"[V4_DPU2032_HW_RT060208_PV]",FLOAT64,SLY_DCS3机柜温度,"base,scan",0
"[V4_DPU2032_SH0002_AALM1_PV]",FLOAT64,1号生化进水流量累计,"base,scan",0
"[V4_DPU2032_SH0002_AALM2_PV]",FLOAT64,3号生化进水流量累计,"base,scan",0
"[V4_DPU2032_SH0002_AALM3_PV]",FLOAT64,2号生化进水流量累计,"base,scan",0
"[V4_DPU2032_SH0201_AALM1_PV]",FLOAT64,蒸汽管路瞬时流量,"base,scan",0
"[V4_DPU2032_SH0201_AALM2_PV]",FLOAT64,污水系统蒸汽总用量,"base,scan",0
"[V4_DPU2032_SH0202_AALM1_PV]",FLOAT64,浓水回用流量累计,"base,scan",0
"[V4_DPU2032_SH0203_AALM1_PV]",FLOAT64,原水污泥进料流量累计,"base,scan",0
"[V4_DPU2032_SH0204_AALM1_PV]",FLOAT64,沼气管流量累计,"base,scan",0
"[V4_DPU2032_SH0452_BALM10_PV]",BOOL,排污阀开到位,"base,scan",0
"[V4_DPU2032_SH0452_BALM11_PV]",BOOL,排污阀关到位,"base,scan",0
"[V4_DPU2032_SH0452_BALM12_PV]",BOOL,旁通阀开到位,"base,scan",0
"[V4_DPU2032_SH0452_BALM13_PV]",BOOL,旁通阀关到位,"base,scan",0
"[V4_DPU2032_SH0452_BALM14_PV]",BOOL,压力变送器压力下限信号,"base,scan",0
"[V4_DPU2032_SH0452_BALM15_PV]",BOOL,压力变送器压力上限信号,"base,scan",0
"[V4_DPU2032_SH0452_BALM16_PV]",BOOL,DCS远程控制信号,"base,scan",0
"[V4_DPU2032_SH0452_BALM17_PV]",BOOL,DCS远程启动命令,"base,scan",0
"[V4_DPU2032_SH0452_BALM18_PV]",BOOL,DCS远程停止命令,"base,scan",0
"[V4_DPU2032_SH0452_BALM19_PV]",BOOL,进水阀故障信号,"base,scan",0
"[V4_DPU2032_SH0452_BALM1_PV]",BOOL,自清洗过滤器自动控制信号,"base,scan",0
"[V4_DPU2032_SH0452_BALM20_PV]",BOOL,出水阀故障信号,"base,scan",0
"[V4_DPU2032_SH0452_BALM2_PV]",BOOL,减速机运行,"base,scan",0
"[V4_DPU2032_SH0452_BALM3_PV]",BOOL,减速机故障,"base,scan",0
"[V4_DPU2032_SH0452_BALM4_PV]",BOOL,进水阀开到位,"base,scan",0
"[V4_DPU2032_SH0452_BALM5_PV]",BOOL,进水阀关到位,"base,scan",0
"[V4_DPU2032_SH0452_BALM6_PV]",BOOL,出水阀开到位,"base,scan",0
"[V4_DPU2032_SH0452_BALM7_PV]",BOOL,出水阀开到位,"base,scan",0
"[V4_DPU2032_SH0452_BALM8_PV]",BOOL,自来水进水阀开到位,"base,scan",0
"[V4_DPU2032_SH0452_BALM9_PV]",BOOL,自来水进水阀关到位,"base,scan",0
"[V4_DPU2032_SH0453_AALM1_PV]",FLOAT64,压力,"base,scan",0
"[V4_DPU2032_SH0453_AALM2_PV]",FLOAT64,工艺阶段,"base,scan",0
"[V4_DPU2032_SH0453_AALM3_PV]",FLOAT64,反洗等待时间,"base,scan",0
"[V4_DPU2032_SH0453_AALM4_PV]",FLOAT64,反洗时间,"base,scan",0
"[V4_DPU2032_SH0453_BALM1_PV]",BOOL,自来水进水阀故障信号,"base,scan",0
"[V4_DPU2032_SH0453_BALM2_PV]",BOOL,排污阀故障信号,"base,scan",0
"[V4_DPU2032_SH0453_BALM3_PV]",BOOL,旁通阀故障信号,"base,scan",0
"[V4_DPU2032_SH0453_BALM4_PV]",BOOL,心跳检测,"base,scan",0
"[V4_DPU2032_SH0453_BALM5_PV]",BOOL,综合故障,"base,scan",0
"[V4_DPU2032_SH0457_BALM10_PV]",BOOL,压力数显表低压,"base,scan",0
"[V4_DPU2032_SH0457_BALM11_PV]",BOOL,压力数显表高压,"base,scan",0
"[V4_DPU2032_SH0457_BALM12_PV]",BOOL,压力数显表高高压,"base,scan",0
"[V4_DPU2032_SH0457_BALM13_PV]",BOOL,温度数显表低压,"base,scan",0
"[V4_DPU2032_SH0457_BALM14_PV]",BOOL,火焰信号,"base,scan",0
"[V4_DPU2032_SH0457_BALM15_PV]",BOOL,DCS远程控制信号,"base,scan",0
"[V4_DPU2032_SH0457_BALM16_PV]",BOOL,DCS远程启动指令,"base,scan",0
"[V4_DPU2032_SH0457_BALM17_PV]",BOOL,DCS远程停止指令,"base,scan",0
"[V4_DPU2032_SH0457_BALM18_PV]",BOOL,点火枪选择,"base,scan",0
"[V4_DPU2032_SH0457_BALM1_PV]",BOOL,沼气燃烧系统自动,"base,scan",0
"[V4_DPU2032_SH0457_BALM2_PV]",BOOL,吹扫风机运行,"base,scan",0
"[V4_DPU2032_SH0457_BALM3_PV]",BOOL,吹扫风机故障,"base,scan",0
"[V4_DPU2032_SH0457_BALM4_PV]",BOOL,内圈电动阀开到位,"base,scan",0
"[V4_DPU2032_SH0457_BALM5_PV]",BOOL,内圈电动阀关到位,"base,scan",0
"[V4_DPU2032_SH0457_BALM6_PV]",BOOL,外圈电动阀开到位,"base,scan",0
"[V4_DPU2032_SH0457_BALM7_PV]",BOOL,外圈电动阀关到位,"base,scan",0
"[V4_DPU2032_SH0457_BALM8_PV]",BOOL,长明灯电动阀开到位,"base,scan",0
"[V4_DPU2032_SH0457_BALM9_PV]",BOOL,长明灯电动阀关到位,"base,scan",0
"[V4_DPU2032_SH0458_AALM1_PV]",FLOAT64,吹扫风机频率反馈,"base,scan",0
"[V4_DPU2032_SH0458_AALM2_PV]",FLOAT64,压力数显仪表信号,"base,scan",0
"[V4_DPU2032_SH0458_AALM3_PV]",FLOAT64,温度数显仪表信号,"base,scan",0
"[V4_DPU2032_SH0458_AALM4_PV]",FLOAT64,工艺阶段,"base,scan",0
"[V4_DPU2032_SH0458_AALM5_PV]",FLOAT64,点火次数,"base,scan",0
"[V4_DPU2032_SH0458_BALM1_PV]",BOOL,内圈电动阀故障信号,"base,scan",0
"[V4_DPU2032_SH0458_BALM2_PV]",BOOL,外圈电动阀故障信号,"base,scan",0
"[V4_DPU2032_SH0458_BALM3_PV]",BOOL,长明灯电动阀故障信号,"base,scan",0
"[V4_DPU2032_SH0458_BALM4_PV]",BOOL,三次点火失败报警,"base,scan",0
"[V4_DPU2032_SH0458_BALM5_PV]",BOOL,心跳检测,"base,scan",0
"[V4_DPU2032_SH0458_BALM6_PV]",BOOL,综合故障信号,"base,scan",0
"[V4_DPU2032_SH0458_BALM7_PV]",BOOL,远程请求控制综合条件,"base,scan",0
"[V4_DPU2032_SH0458_BALM8_PV]",BOOL,SP3,"base,scan",0
"[V4_DPU2032_SH0471_AALM10_PV]",FLOAT64,机油压力,"base,scan",0
"[V4_DPU2032_SH0471_AALM11_PV]",FLOAT64,机油温度,"base,scan",0
"[V4_DPU2032_SH0471_AALM12_PV]",FLOAT64,通讯状态,"base,scan",0
"[V4_DPU2032_SH0471_AALM13_PV]",FLOAT64,通讯状态,"base,scan",0
"[V4_DPU2032_SH0471_AALM14_PV]",FLOAT64,变频故障码,"base,scan",0
"[V4_DPU2032_SH0471_AALM15_PV]",FLOAT64,输入位,"base,scan",0
"[V4_DPU2032_SH0471_AALM16_PV]",FLOAT64,输出位,"base,scan",0
"[V4_DPU2032_SH0471_AALM1_PV]",FLOAT64,排气压力,"base,scan",0
"[V4_DPU2032_SH0471_AALM2_PV]",FLOAT64,当前温度,"base,scan",0
"[V4_DPU2032_SH0471_AALM3_PV]",FLOAT64,累时,"base,scan",0
"[V4_DPU2032_SH0471_AALM4_PV]",FLOAT64,输出电流,"base,scan",0
"[V4_DPU2032_SH0471_AALM5_PV]",FLOAT64,输出功率,"base,scan",0
"[V4_DPU2032_SH0471_AALM6_PV]",FLOAT64,输出频率,"base,scan",0
"[V4_DPU2032_SH0471_AALM7_PV]",FLOAT64,母线电压,"base,scan",0
"[V4_DPU2032_SH0471_AALM8_PV]",FLOAT64,主机给定,"base,scan",0
"[V4_DPU2032_SH0471_AALM9_PV]",FLOAT64,输出电压,"base,scan",0
"[V4_DPU2032_SH0471_BALM10_PV]",BOOL,机组预警中,"base,scan",0
"[V4_DPU2032_SH0471_BALM11_PV]",BOOL,机组紧急停车中,"base,scan",0
"[V4_DPU2032_SH0471_BALM1_PV]",BOOL,系统初始化中不允许启动,"base,scan",0
"[V4_DPU2032_SH0471_BALM2_PV]",BOOL,正常停机中不允许启动,"base,scan",0
"[V4_DPU2032_SH0471_BALM3_PV]",BOOL,保护启动位不允许启动,"base,scan",0
"[V4_DPU2032_SH0471_BALM4_PV]",BOOL,机组运行中,"base,scan",0
"[V4_DPU2032_SH0471_BALM5_PV]",BOOL,机组故障中,"base,scan",0
"[V4_DPU2032_SH0472_BALM10_PV]",BOOL,排气压力传感器超限,"base,scan",0
"[V4_DPU2032_SH0472_BALM11_PV]",BOOL,排气温度传感器超限,"base,scan",0
"[V4_DPU2032_SH0472_BALM12_PV]",BOOL,机油压力超限,"base,scan",0
"[V4_DPU2032_SH0472_BALM13_PV]",BOOL,机油温度超限,"base,scan",0
"[V4_DPU2032_SH0472_BALM14_PV]",BOOL,空滤堵塞,"base,scan",0
"[V4_DPU2032_SH0472_BALM15_PV]",BOOL,空滤堵塞,"base,scan",0
"[V4_DPU2032_SH0472_BALM16_PV]",BOOL,保养时间到,"base,scan",0
"[V4_DPU2032_SH0472_BALM17_PV]",BOOL,排气温度超限,"base,scan",0
"[V4_DPU2032_SH0472_BALM18_PV]",BOOL,机油温度超限,"base,scan",0
"[V4_DPU2032_SH0472_BALM1_PV]",BOOL,通讯故障,"base,scan",0
"[V4_DPU2032_SH0472_BALM2_PV]",BOOL,排气压力传感器故障,"base,scan",0
"[V4_DPU2032_SH0472_BALM3_PV]",BOOL,机油压力传感器故障,"base,scan",0
"[V4_DPU2032_SH0472_BALM4_PV]",BOOL,排气温度传感器故障,"base,scan",0
"[V4_DPU2032_SH0472_BALM5_PV]",BOOL,机油温度传感器故障,"base,scan",0
"[V4_DPU2032_SH0472_BALM6_PV]",BOOL,油泵一故障,"base,scan",0
"[V4_DPU2032_SH0472_BALM7_PV]",BOOL,变频器故障,"base,scan",0
"[V4_DPU2032_SH0472_BALM8_PV]",BOOL,风机故障,"base,scan",0
"[V4_DPU2032_SH0472_BALM9_PV]",BOOL,油泵二故障,"base,scan",0
"[V4_DPU2032_SH0476_AALM10_PV]",FLOAT64,机油压力,"base,scan",0
"[V4_DPU2032_SH0476_AALM11_PV]",FLOAT64,机油温度,"base,scan",0
"[V4_DPU2032_SH0476_AALM12_PV]",FLOAT64,通讯状态,"base,scan",0
"[V4_DPU2032_SH0476_AALM13_PV]",FLOAT64,通讯状态,"base,scan",0
"[V4_DPU2032_SH0476_AALM14_PV]",FLOAT64,变频故障码,"base,scan",0
"[V4_DPU2032_SH0476_AALM15_PV]",FLOAT64,输入位,"base,scan",0
"[V4_DPU2032_SH0476_AALM16_PV]",FLOAT64,输出位,"base,scan",0
"[V4_DPU2032_SH0476_AALM1_PV]",FLOAT64,排气压力,"base,scan",0
"[V4_DPU2032_SH0476_AALM2_PV]",FLOAT64,当前温度,"base,scan",0
"[V4_DPU2032_SH0476_AALM3_PV]",FLOAT64,累时,"base,scan",0
"[V4_DPU2032_SH0476_AALM4_PV]",FLOAT64,输出电流,"base,scan",0
"[V4_DPU2032_SH0476_AALM5_PV]",FLOAT64,输出功率,"base,scan",0
"[V4_DPU2032_SH0476_AALM6_PV]",FLOAT64,输出频率,"base,scan",0
"[V4_DPU2032_SH0476_AALM7_PV]",FLOAT64,母线电压,"base,scan",0
"[V4_DPU2032_SH0476_AALM8_PV]",FLOAT64,主机给定,"base,scan",0
"[V4_DPU2032_SH0476_AALM9_PV]",FLOAT64,输出电压,"base,scan",0
"[V4_DPU2032_SH0476_BALM10_PV]",BOOL,机组预警中,"base,scan",0
"[V4_DPU2032_SH0476_BALM11_PV]",BOOL,机组紧急停车中,"base,scan",0
"[V4_DPU2032_SH0476_BALM1_PV]",BOOL,系统初始化中不允许启动,"base,scan",0
"[V4_DPU2032_SH0476_BALM2_PV]",BOOL,正常停机中不允许启动,"base,scan",0
"[V4_DPU2032_SH0476_BALM3_PV]",BOOL,保护启动位不允许启动,"base,scan",0
"[V4_DPU2032_SH0476_BALM4_PV]",BOOL,机组运行中,"base,scan",0
"[V4_DPU2032_SH0476_BALM5_PV]",BOOL,机组故障中,"base,scan",0
"[V4_DPU2032_SH0477_BALM10_PV]",BOOL,排气压力传感器超限,"base,scan",0
"[V4_DPU2032_SH0477_BALM11_PV]",BOOL,排气温度传感器超限,"base,scan",0
"[V4_DPU2032_SH0477_BALM12_PV]",BOOL,机油压力超限,"base,scan",0
"[V4_DPU2032_SH0477_BALM13_PV]",BOOL,机油温度超限,"base,scan",0
"[V4_DPU2032_SH0477_BALM14_PV]",BOOL,空滤堵塞,"base,scan",0
"[V4_DPU2032_SH0477_BALM15_PV]",BOOL,空滤堵塞,"base,scan",0
"[V4_DPU2032_SH0477_BALM16_PV]",BOOL,保养时间到,"base,scan",0
"[V4_DPU2032_SH0477_BALM17_PV]",BOOL,排气温度超限,"base,scan",0
"[V4_DPU2032_SH0477_BALM18_PV]",BOOL,机油温度超限,"base,scan",0
"[V4_DPU2032_SH0477_BALM1_PV]",BOOL,通讯故障,"base,scan",0
"[V4_DPU2032_SH0477_BALM2_PV]",BOOL,排气压力传感器故障,"base,scan",0
"[V4_DPU2032_SH0477_BALM3_PV]",BOOL,机油压力传感器故障,"base,scan",0
"[V4_DPU2032_SH0477_BALM4_PV]",BOOL,排气温度传感器故障,"base,scan",0
"[V4_DPU2032_SH0477_BALM5_PV]",BOOL,机油温度传感器故障,"base,scan",0
"[V4_DPU2032_SH0477_BALM6_PV]",BOOL,油泵一故障,"base,scan",0
"[V4_DPU2032_SH0477_BALM7_PV]",BOOL,变频器故障,"base,scan",0
"[V4_DPU2032_SH0477_BALM8_PV]",BOOL,风机故障,"base,scan",0
"[V4_DPU2032_SH0477_BALM9_PV]",BOOL,油泵二故障,"base,scan",0
"[V4_DPU2032_SH0481_AALM10_PV]",FLOAT64,机油压力,"base,scan",0
"[V4_DPU2032_SH0481_AALM11_PV]",FLOAT64,机油温度,"base,scan",0
"[V4_DPU2032_SH0481_AALM12_PV]",FLOAT64,通讯状态,"base,scan",0
"[V4_DPU2032_SH0481_AALM13_PV]",FLOAT64,通讯状态,"base,scan",0
"[V4_DPU2032_SH0481_AALM14_PV]",FLOAT64,变频故障码,"base,scan",0
"[V4_DPU2032_SH0481_AALM15_PV]",FLOAT64,输入位,"base,scan",0
"[V4_DPU2032_SH0481_AALM16_PV]",FLOAT64,输出位,"base,scan",0
"[V4_DPU2032_SH0481_AALM1_PV]",FLOAT64,排气压力,"base,scan",0
"[V4_DPU2032_SH0481_AALM2_PV]",FLOAT64,当前温度,"base,scan",0
"[V4_DPU2032_SH0481_AALM3_PV]",FLOAT64,累时,"base,scan",0
"[V4_DPU2032_SH0481_AALM4_PV]",FLOAT64,输出电流,"base,scan",0
"[V4_DPU2032_SH0481_AALM5_PV]",FLOAT64,输出功率,"base,scan",0
"[V4_DPU2032_SH0481_AALM6_PV]",FLOAT64,输出频率,"base,scan",0
"[V4_DPU2032_SH0481_AALM7_PV]",FLOAT64,母线电压,"base,scan",0
"[V4_DPU2032_SH0481_AALM8_PV]",FLOAT64,主机给定,"base,scan",0
"[V4_DPU2032_SH0481_AALM9_PV]",FLOAT64,输出电压,"base,scan",0
"[V4_DPU2032_SH0481_BALM10_PV]",BOOL,机组预警中,"base,scan",0
"[V4_DPU2032_SH0481_BALM11_PV]",BOOL,机组紧急停车中,"base,scan",0
"[V4_DPU2032_SH0481_BALM1_PV]",BOOL,系统初始化中不允许启动,"base,scan",0
"[V4_DPU2032_SH0481_BALM2_PV]",BOOL,正常停机中不允许启动,"base,scan",0
"[V4_DPU2032_SH0481_BALM3_PV]",BOOL,保护启动位不允许启动,"base,scan",0
"[V4_DPU2032_SH0481_BALM4_PV]",BOOL,机组运行中,"base,scan",0
"[V4_DPU2032_SH0481_BALM5_PV]",BOOL,机组故障中,"base,scan",0
"[V4_DPU2032_SH0482_BALM10_PV]",BOOL,排气压力传感器超限,"base,scan",0
"[V4_DPU2032_SH0482_BALM11_PV]",BOOL,排气温度传感器超限,"base,scan",0
"[V4_DPU2032_SH0482_BALM12_PV]",BOOL,机油压力超限,"base,scan",0
"[V4_DPU2032_SH0482_BALM13_PV]",BOOL,机油温度超限,"base,scan",0
"[V4_DPU2032_SH0482_BALM14_PV]",BOOL,空滤堵塞,"base,scan",0
"[V4_DPU2032_SH0482_BALM15_PV]",BOOL,空滤堵塞,"base,scan",0
"[V4_DPU2032_SH0482_BALM16_PV]",BOOL,保养时间到,"base,scan",0
"[V4_DPU2032_SH0482_BALM17_PV]",BOOL,排气温度超限,"base,scan",0
"[V4_DPU2032_SH0482_BALM18_PV]",BOOL,机油温度超限,"base,scan",0
"[V4_DPU2032_SH0482_BALM1_PV]",BOOL,通讯故障,"base,scan",0
"[V4_DPU2032_SH0482_BALM2_PV]",BOOL,排气压力传感器故障,"base,scan",0
"[V4_DPU2032_SH0482_BALM3_PV]",BOOL,机油压力传感器故障,"base,scan",0
"[V4_DPU2032_SH0482_BALM4_PV]",BOOL,排气温度传感器故障,"base,scan",0
"[V4_DPU2032_SH0482_BALM5_PV]",BOOL,机油温度传感器故障,"base,scan",0
"[V4_DPU2032_SH0482_BALM6_PV]",BOOL,油泵一故障,"base,scan",0
"[V4_DPU2032_SH0482_BALM7_PV]",BOOL,变频器故障,"base,scan",0
"[V4_DPU2032_SH0482_BALM8_PV]",BOOL,风机故障,"base,scan",0
"[V4_DPU2032_SH0482_BALM9_PV]",BOOL,油泵二故障,"base,scan",0
"[V4_DPU2032_SH0486_AALM10_PV]",FLOAT64,机油压力,"base,scan",0
"[V4_DPU2032_SH0486_AALM11_PV]",FLOAT64,机油温度,"base,scan",0
"[V4_DPU2032_SH0486_AALM12_PV]",FLOAT64,通讯状态,"base,scan",0
"[V4_DPU2032_SH0486_AALM13_PV]",FLOAT64,通讯状态,"base,scan",0
"[V4_DPU2032_SH0486_AALM14_PV]",FLOAT64,变频故障码,"base,scan",0
"[V4_DPU2032_SH0486_AALM15_PV]",FLOAT64,输入位,"base,scan",0
"[V4_DPU2032_SH0486_AALM16_PV]",FLOAT64,输出位,"base,scan",0
"[V4_DPU2032_SH0486_AALM1_PV]",FLOAT64,排气压力,"base,scan",0
"[V4_DPU2032_SH0486_AALM2_PV]",FLOAT64,当前温度,"base,scan",0
"[V4_DPU2032_SH0486_AALM3_PV]",FLOAT64,累时,"base,scan",0
"[V4_DPU2032_SH0486_AALM4_PV]",FLOAT64,输出电流,"base,scan",0
"[V4_DPU2032_SH0486_AALM5_PV]",FLOAT64,输出功率,"base,scan",0
"[V4_DPU2032_SH0486_AALM6_PV]",FLOAT64,输出频率,"base,scan",0
"[V4_DPU2032_SH0486_AALM7_PV]",FLOAT64,母线电压,"base,scan",0
"[V4_DPU2032_SH0486_AALM8_PV]",FLOAT64,主机给定,"base,scan",0
"[V4_DPU2032_SH0486_AALM9_PV]",FLOAT64,输出电压,"base,scan",0
"[V4_DPU2032_SH0486_BALM10_PV]",BOOL,机组预警中,"base,scan",0
"[V4_DPU2032_SH0486_BALM11_PV]",BOOL,机组紧急停车中,"base,scan",0
"[V4_DPU2032_SH0486_BALM1_PV]",BOOL,系统初始化中不允许启动,"base,scan",0
"[V4_DPU2032_SH0486_BALM2_PV]",BOOL,正常停机中不允许启动,"base,scan",0
"[V4_DPU2032_SH0486_BALM3_PV]",BOOL,保护启动位不允许启动,"base,scan",0
"[V4_DPU2032_SH0486_BALM4_PV]",BOOL,机组运行中,"base,scan",0
"[V4_DPU2032_SH0486_BALM5_PV]",BOOL,机组故障中,"base,scan",0
"[V4_DPU2032_SH0487_BALM10_PV]",BOOL,排气压力传感器超限,"base,scan",0
"[V4_DPU2032_SH0487_BALM11_PV]",BOOL,排气温度传感器超限,"base,scan",0
"[V4_DPU2032_SH0487_BALM12_PV]",BOOL,机油压力超限,"base,scan",0
"[V4_DPU2032_SH0487_BALM13_PV]",BOOL,机油温度超限,"base,scan",0
"[V4_DPU2032_SH0487_BALM14_PV]",BOOL,空滤堵塞,"base,scan",0
"[V4_DPU2032_SH0487_BALM15_PV]",BOOL,空滤堵塞,"base,scan",0
"[V4_DPU2032_SH0487_BALM16_PV]",BOOL,保养时间到,"base,scan",0
"[V4_DPU2032_SH0487_BALM17_PV]",BOOL,排气温度超限,"base,scan",0
"[V4_DPU2032_SH0487_BALM18_PV]",BOOL,机油温度超限,"base,scan",0
"[V4_DPU2032_SH0487_BALM1_PV]",BOOL,通讯故障,"base,scan",0
"[V4_DPU2032_SH0487_BALM2_PV]",BOOL,排气压力传感器故障,"base,scan",0
"[V4_DPU2032_SH0487_BALM3_PV]",BOOL,机油压力传感器故障,"base,scan",0
"[V4_DPU2032_SH0487_BALM4_PV]",BOOL,排气温度传感器故障,"base,scan",0
"[V4_DPU2032_SH0487_BALM5_PV]",BOOL,机油温度传感器故障,"base,scan",0
"[V4_DPU2032_SH0487_BALM6_PV]",BOOL,油泵一故障,"base,scan",0
"[V4_DPU2032_SH0487_BALM7_PV]",BOOL,变频器故障,"base,scan",0
"[V4_DPU2032_SH0487_BALM8_PV]",BOOL,风机故障,"base,scan",0
"[V4_DPU2032_SH0487_BALM9_PV]",BOOL,油泵二故障,"base,scan",0
"[V4_DPU2032_SH0491_AALM1_PV]",FLOAT64,沼气气膜柜位,"base,scan",0
"[V4_DPU2032_SH0491_AALM2_PV]",FLOAT64,沼气气膜压力,"base,scan",0
"[V4_DPU2032_SH0491_BALM01_PV]",BOOL,沼气气膜风机1已运行,"base,scan",0
"[V4_DPU2032_SH0491_BALM02_PV]",BOOL,沼气气膜风机2已运行,"base,scan",0
"[V4_DPU2032_SH0491_BALM03_PV]",BOOL,沼气气膜风机1故障,"base,scan",0
"[V4_DPU2032_SH0491_BALM04_PV]",BOOL,沼气气膜风机2故障,"base,scan",0
"[V4_DPU2032_SH0491_BALM05_PV]",BOOL,沼气气膜风机就地,"base,scan",0
"[V4_DPU2032_SH0491_BALM06_PV]",BOOL,沼气气膜风机远方,"base,scan",0
"[V4_DPU2032_SH0491_BALM7_PV]",BOOL,沼气气膜低位,"base,scan",0
"[V4_DPU2032_SH0491_BALM8_PV]",BOOL,沼气气膜高位,"base,scan",0
"[V4_DPU2032_SH0491_BALM9_PV]",BOOL,沼气气膜高高位,"base,scan",0
"[V4_DPU2032_SH0494_AALM1_PV]",FLOAT64,沼气增压风机出口压力,"base,scan",0
"[V4_DPU2032_SH0494_AALM2_PV]",FLOAT64,沼气增压风机1频率,"base,scan",0
"[V4_DPU2032_SH0494_AALM3_PV]",FLOAT64,沼气增压风机1电流,"base,scan",0
"[V4_DPU2032_SH0494_AALM4_PV]",FLOAT64,沼气增压风机2频率,"base,scan",0
"[V4_DPU2032_SH0494_AALM5_PV]",FLOAT64,沼气增压风机2电流,"base,scan",0
"[V4_DPU2032_SH0494_BALM01_PV]",BOOL,沼气增压风机就地,"base,scan",0
"[V4_DPU2032_SH0494_BALM02_PV]",BOOL,沼气增压风机远方,"base,scan",0
"[V4_DPU2032_SH0494_BALM03_PV]",BOOL,沼气增压风机1已运行,"base,scan",0
"[V4_DPU2032_SH0494_BALM04_PV]",BOOL,沼气增压风机2已运行,"base,scan",0
"[V4_DPU2032_SH0494_BALM05_PV]",BOOL,沼气增压风机1故障,"base,scan",0
"[V4_DPU2032_SH0494_BALM06_PV]",BOOL,沼气增压风机2故障,"base,scan",0
"[V4_DPU2032_SH0494_BALM7_PV]",BOOL,沼气增压风机负压报警,"base,scan",0
"[V4_DPU2033_HW_AI010101_PV]",FLOAT64,1#UF清洗泵出口压力,"base,scan",0
"[V4_DPU2033_HW_AI010102_PV]",FLOAT64,1#UF清洗罐液位,"base,scan",0
"[V4_DPU2033_HW_AI010103_PV]",FLOAT64,1#UF冲洗泵出口压力,"base,scan",0
"[V4_DPU2033_HW_AI010104_PV]",FLOAT64,1#UF循环流量,"base,scan",0
"[V4_DPU2033_HW_AI010105_PV]",FLOAT64,1#UF产水流量,"base,scan",0
"[V4_DPU2033_HW_AI010106_PV]",FLOAT64,1#UF进水过滤器前压力,"base,scan",0
"[V4_DPU2033_HW_AI010107_PV]",FLOAT64,1#UF进水压力,"base,scan",0
"[V4_DPU2033_HW_AI010108_PV]",FLOAT64,1#UF末端膜产水压力,"base,scan",0
"[V4_DPU2033_HW_AI010201_PV]",FLOAT64,2#UF清洗泵电流,"base,scan",0
"[V4_DPU2033_HW_AI010202_PV]",FLOAT64,1#UF冲洗泵电流,"base,scan",0
"[V4_DPU2033_HW_AI010203_PV]",FLOAT64,1#UF进水泵电流,"base,scan",0
"[V4_DPU2033_HW_AI010204_PV]",FLOAT64,1#UF进水过滤器电流,"base,scan",0
"[V4_DPU2033_HW_AI010205_PV]",FLOAT64,1#UF循环泵电流,"base,scan",0
"[V4_DPU2033_HW_AI010206_PV]",FLOAT64,1#UF浓水压力,"base,scan",0
"[V4_DPU2033_HW_AI010207_PV]",FLOAT64,1#UF进水过滤器后压力,"base,scan",0
"[V4_DPU2033_HW_AI010208_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI020101_PV]",FLOAT64,2#UF清洗泵出口压力,"base,scan",0
"[V4_DPU2033_HW_AI020102_PV]",FLOAT64,2#UF清洗罐液位,"base,scan",0
"[V4_DPU2033_HW_AI020103_PV]",FLOAT64,2#UF冲洗泵出口压力,"base,scan",0
"[V4_DPU2033_HW_AI020104_PV]",FLOAT64,2#UF循环流量,"base,scan",0
"[V4_DPU2033_HW_AI020105_PV]",FLOAT64,2#UF产水流量,"base,scan",0
"[V4_DPU2033_HW_AI020106_PV]",FLOAT64,2#UF进水过滤器前压力,"base,scan",0
"[V4_DPU2033_HW_AI020107_PV]",FLOAT64,2#UF进水压力,"base,scan",0
"[V4_DPU2033_HW_AI020108_PV]",FLOAT64,2#UF末端膜产水压力,"base,scan",0
"[V4_DPU2033_HW_AI020201_PV]",FLOAT64,1#UF清洗泵电流,"base,scan",0
"[V4_DPU2033_HW_AI020202_PV]",FLOAT64,2#UF冲洗泵电流,"base,scan",0
"[V4_DPU2033_HW_AI020203_PV]",FLOAT64,2#UF进水泵电流,"base,scan",0
"[V4_DPU2033_HW_AI020204_PV]",FLOAT64,2#UF进水过滤器电流,"base,scan",0
"[V4_DPU2033_HW_AI020205_PV]",FLOAT64,2#UF循环泵电流,"base,scan",0
"[V4_DPU2033_HW_AI020206_PV]",FLOAT64,2#UF浓水压力,"base,scan",0
"[V4_DPU2033_HW_AI020207_PV]",FLOAT64,2#UF进水过滤器后压力,"base,scan",0
"[V4_DPU2033_HW_AI020208_PV]",FLOAT64,备用AI-KM231A,"base,scan",0
"[V4_DPU2033_HW_AI030201_PV]",FLOAT64,1#UF循环泵频率反馈,"base,scan",0
"[V4_DPU2033_HW_AI030202_PV]",FLOAT64,2#UF循环泵频率反馈,"base,scan",0
"[V4_DPU2033_HW_AI030203_PV]",FLOAT64,3#UF循环泵频率反馈,"base,scan",0
